shapelet,ig
"0.52, 0.38, 0.47",0.0003961214047573103
"0.88, 0.55, 0.56",0.00018586968702505313
"0.73, 0.88, 0.79",0.0006745326553313502
"0.43, 0.9, 0.53",0.00044085317539710456
"0.1, 0.43, 0.48",0.00038806110877909195
"0.43, 0.43, 0.43",0.0001619450874038586
"0.39, 0.88, 0.43",0.000677302494112908
"0.39, 0.86, 0.66",0.00039089941673131623
"0.38, 0.49, 0.56",0.00027757507817927074
"0.55, 0.08, 0.62",0.0004180722182534069
"0.68, 0.43, 0.75",0.00033547359062080506
"0.54, 0.56, 0.86",0.00020556382199021783
"0.43, 0.98, 0.58",0.0007129210573054712
"0.99, 0.43, 0.55",0.00035340263270844385
"0.88, 0.87, 0.87",0.00025986484947027044
"0.07, 0.57, 0.88",0.0003141178558607738
